Source,Target,Type,Weight
Javier Menéndez,Michaell González Jorrín,Undirected,1
Javier Menéndez,Pedro Y. Piñero Pérez,Undirected,1
Javier Menéndez,Surayne Torres López,Undirected,1
Jose A. Lugo García,Manuel Vázquez Acosta,Undirected,1
Jose A. Lugo García,Marielis Izquierdo Matias,Undirected,1
Jose A. Lugo García,Michaell González Jorrín,Undirected,1
Jose A. Lugo García,Pedro Y. Piñero Pérez,Undirected,1
Jose A. Lugo García,Surayne Torres López,Undirected,1
Manuel Vázquez Acosta,Marielis Izquierdo Matias,Undirected,1
Manuel Vázquez Acosta,Michaell González Jorrín,Undirected,1
Manuel Vázquez Acosta,Pedro Y. Piñero Pérez,Undirected,1
Manuel Vázquez Acosta,Surayne Torres López,Undirected,1
Marielis Izquierdo Matias,Michaell González Jorrín,Undirected,1
Marielis Izquierdo Matias,Pedro Y. Piñero Pérez,Undirected,1
Marielis Izquierdo Matias,Surayne Torres López,Undirected,1
Michaell González Jorrín,Pedro Y. Piñero Pérez,Undirected,1
Michaell González Jorrín,Surayne Torres López,Undirected,1
Pedro Y. Piñero Pérez,Surayne Torres López,Undirected,1
Angel Isaac Moreno Delfrade,Elsa C. Ramírez García,Undirected,1
Angel Isaac Moreno Delfrade,Rafael Chaviano Conde,Undirected,1
Elsa C. Ramírez García,Rafael Chaviano Conde,Undirected,1
Miguel Escalona Reyes,Osvaldo Jesús Rojas Velázquez,Undirected,1
Eduardo Álvarez Rojas,Elsa Gutiérrez Báez,Undirected,1
Eduardo Álvarez Rojas,Isabel Santiesteban Pérez,Undirected,1
Eduardo Álvarez Rojas,Maricela Rodríguez Ortiz,Undirected,1
Elsa Gutiérrez Báez,Isabel Santiesteban Pérez,Undirected,1
Elsa Gutiérrez Báez,Maricela Rodríguez Ortiz,Undirected,1
Isabel Santiesteban Pérez,Maricela Rodríguez Ortiz,Undirected,1
Isel Grau,Isis Bonet,Undirected,2
Carlos Rafael Sebrango Rodríguez,Néstor Carbonell Rivero,Undirected,1
Carlos Rafael Sebrango Rodríguez,Ziv Shkedy,Undirected,1
Lizet Sánchez Valdés,Néstor Carbonell Rivero,Undirected,1
Lizet Sánchez Valdés,Ziv Shkedy,Undirected,1
Néstor Carbonell Rivero,Ziv Shkedy,Undirected,1
Carlos Duardo Monteagudo,Gonzalo González Hernández,Undirected,1
Carlos Duardo Monteagudo,Nancy Mesa Carpio,Undirected,1
Gonzalo González Hernández,Nancy Mesa Carpio,Undirected,1
Mayelín Macías Norat,Romina Robert Pérez,Undirected,1
Adolfo Arsenio Fernández García,Antonio Iván Ruiz Chaveco,Undirected,1
AlejandroAlonso Fœster,David Guinovart Sanjuán,Undirected,1
AlejandroAlonso Fœster,Julián Bravo Castillero,Undirected,1
AlejandroAlonso Fœster,RaœlGuinovart D(cid:237)az,Undirected,1
AlejandroAlonso Fœster,Reinaldo Rodr(cid:237)guez Ramos,Undirected,1
David Guinovart Sanjuán,RaœlGuinovart D(cid:237)az,Undirected,1
Julián Bravo Castillero,RaœlGuinovart D(cid:237)az,Undirected,1
RaœlGuinovart D(cid:237)az,Reinaldo Rodr(cid:237)guez Ramos,Undirected,1
Flor María Guerrero Casas,Fátima Pérez García,Undirected,1
Flor María Guerrero Casas,Rafael E. Caballero Fernández,Undirected,1
Flor María Guerrero Casas,Víctor E. Pérez León,Undirected,1
Fátima Pérez García,Rafael E. Caballero Fernández,Undirected,1
Fátima Pérez García,Víctor E. Pérez León,Undirected,1
Rafael E. Caballero Fernández,Víctor E. Pérez León,Undirected,1
Adrián Saldaña,Gladys Linares Fleites,Undirected,1
Adrián Saldaña,Hortensia J. Reyes Cervantes,Undirected,1
Adrián Saldaña,Marcela Rivera,Undirected,1
Gladys Linares Fleites,Hortensia J. Reyes Cervantes,Undirected,2
Gladys Linares Fleites,Marcela Rivera,Undirected,1
Hortensia J. Reyes Cervantes,Marcela Rivera,Undirected,1
Idania Urrutia Roman´ı,Virginia Álvarez Suárez,Undirected,1
Otilio B. Mederos Anoceto,Rita A. Roldán Inguanzo,Undirected,3
Lis Velázquez Vidal,Lucina García Hernández,Undirected,1
Lis Velázquez Vidal,Mijail Veliz Monteagudo,Undirected,1
Lucina García Hernández,Mijail Veliz Monteagudo,Undirected,1
Alexander Gorina Sánchez,Isabel Alonso Berenguer,Undirected,1
Alexander Gorina Sánchez,Larisa Zamora Matamoros,Undirected,1
Alexander Gorina Sánchez,Mailyn Álvarez Caneda,Undirected,1
Alexander Gorina Sánchez,Pilar Oròs Baguena,Undirected,1
Isabel Alonso Berenguer,Larisa Zamora Matamoros,Undirected,1
Isabel Alonso Berenguer,Mailyn Álvarez Caneda,Undirected,1
Isabel Alonso Berenguer,Pilar Oròs Baguena,Undirected,1
Larisa Zamora Matamoros,Mailyn Álvarez Caneda,Undirected,1
Larisa Zamora Matamoros,Pilar Oròs Baguena,Undirected,1
Mailyn Álvarez Caneda,Pilar Oròs Baguena,Undirected,1
Dr. Luis R. Piñeiro Díaz,MSc. Walter Carballosa Torres,Undirected,1
Aymée de los Ángeles Marrero Severo,Gonzalo Joya Caparrós,Undirected,1
Aymée de los Ángeles Marrero Severo,Greter Domínguez Rodríguez,Undirected,1
Aymée de los Ángeles Marrero Severo,Jorge Luis Rodríguez Pérez,Undirected,1
Gonzalo Joya Caparrós,Greter Domínguez Rodríguez,Undirected,1
Gonzalo Joya Caparrós,Jorge Luis Rodríguez Pérez,Undirected,1
Greter Domínguez Rodríguez,Jorge Luis Rodríguez Pérez,Undirected,1
Boris Pérez Canedo,Gemayqzel Bouza Allende,Undirected,1
Boris Pérez Canedo,Ridelio Miranda Pérez,Undirected,1
Boris Pérez Canedo,Sira M. Allende Alonso,Undirected,1
Gemayqzel Bouza Allende,Ridelio Miranda Pérez,Undirected,1
Ridelio Miranda Pérez,Sira M. Allende Alonso,Undirected,1
Alejandro Tamayo Castillo,Anna Fernández Girone,Undirected,1
Alejandro Tamayo Castillo,Miguel Katrib Mora,Undirected,1
Anna Fernández Girone,Miguel Katrib Mora,Undirected,1
Bin Zhang,Li Guo,Undirected,1
Bin Zhang,Sylvie Paycha,Undirected,1
Li Guo,Sylvie Paycha,Undirected,1
Mariano Rodríguez Ricard,Susely Figueroa Iglesias,Undirected,1
Huber Mart´ınez Rodr´ıguez,Jorge Estrada Sarlabous,Undirected,1
Huber Mart´ınez Rodr´ıguez,Pedro Luis Del Angel Rodríguez,Undirected,1
Jorge Estrada Sarlabous,Pedro Luis Del Angel Rodríguez,Undirected,1
Carlos Segura Vidal,Julio Cruz Cruz,Undirected,1
Carlos Segura Vidal,Ricardo Abreu Blaya,Undirected,1
Julio Cruz Cruz,Ricardo Abreu Blaya,Undirected,1
Damny Magdaleno Guevara,Ivett E. Fuentes,Undirected,1
Damny Magdaleno Guevara,María M. García,Undirected,1
Damny Magdaleno Guevara,Michel Cabezas,Undirected,1
Ivett E. Fuentes,María M. García,Undirected,1
Ivett E. Fuentes,Michel Cabezas,Undirected,1
María M. García,Michel Cabezas,Undirected,1
F. García-Alonso,J. A. Reyes,Undirected,3
F. García-Alonso,M. Cortés-Molina,Undirected,1
J. A. Reyes,M. Cortés-Molina,Undirected,1
Eberto R. Morgado Morales,Evaristo Madarro Capó,Undirected,1
Eberto R. Morgado Morales,Guillermo Sosa Gómez,Undirected,1
Eberto R. Morgado Morales,Oristela Cuéllar Justiz,Undirected,1
Evaristo Madarro Capó,Guillermo Sosa Gómez,Undirected,1
Evaristo Madarro Capó,Oristela Cuéllar Justiz,Undirected,1
Guillermo Sosa Gómez,Oristela Cuéllar Justiz,Undirected,3
Abel Fernández Infante1*,Prof. Dr. Luis Ramiro Piñeiro Díaz,Undirected,1
Allan Blanco García,Elisabet Vivar Reyes,Undirected,2
Allan Blanco García,Juan Carlos Navarro González,Undirected,2
Elisabet Vivar Reyes,Juan Carlos Navarro González,Undirected,2
Irene Garc´ıa Rondón,Lourdes Souto Anido,Undirected,1
Agustín Alejandro Ortiz Díaz,Alberto Verdecia Cabrera,Undirected,2
Agustín Alejandro Ortiz Díaz,David La O Naranjo,Undirected,1
Agustín Alejandro Ortiz Díaz,Isvani Frías Blanco,Undirected,2
Agustín Alejandro Ortiz Díaz,Ramón Osmany Ramírez Tase,Undirected,1
Alberto Verdecia Cabrera,David La O Naranjo,Undirected,1
Alberto Verdecia Cabrera,Isvani Frías Blanco,Undirected,2
Alberto Verdecia Cabrera,Ramón Osmany Ramírez Tase,Undirected,1
David La O Naranjo,Isvani Frías Blanco,Undirected,1
David La O Naranjo,Ramón Osmany Ramírez Tase,Undirected,1
Isvani Frías Blanco,Ramón Osmany Ramírez Tase,Undirected,1
Franck Boyer,Sébastien Martin,Undirected,1
Dayron Chang Dominguez1*,José Enrique Alvarez Iglesias2,Undirected,1
Ana Isis Toledo Marrero,Jorge Estrada Hernández,Undirected,1
Armando Arredondo Soto,Ernesto Iglesias Rodríguez,Undirected,1
Luis Sorinas Morales,Yoan Quintana Herrera,Undirected,1
Angel Ulise Tabares González,Miguel Angel Socorro Borges,Undirected,1
Dr.C Ricardo Sánchez Casanova,Luis Efraín Velastegui López,Undirected,1
Dr.C Ricardo Sánchez Casanova,Pablo Homero Velastegui López,Undirected,1
Luis Efraín Velastegui López,Pablo Homero Velastegui López,Undirected,1
Marelys Crespo Navas,Vivian Sistachs Vega,Undirected,1
Boris Pérez Canedo,Eduardo R. Concepción Morales,Undirected,1
Boris Pérez Canedo,Greneter Cordoves Delgado,Undirected,1
Eduardo R. Concepción Morales,Greneter Cordoves Delgado,Undirected,1
Camila Machado,Elisa Monteiro Pereira,Undirected,1
Camila Machado,Ligia Ferreira Gomez,Undirected,2
Camila Machado,Miriela Escobedo Nicot,Undirected,2
Camila Machado,Silena Herold Garc´ıa,Undirected,2
Camila Machado,Wilkie Delgado Font,Undirected,2
Elisa Monteiro Pereira,Ligia Ferreira Gomez,Undirected,1
Elisa Monteiro Pereira,Miriela Escobedo Nicot,Undirected,1
Elisa Monteiro Pereira,Silena Herold Garc´ıa,Undirected,1
Elisa Monteiro Pereira,Wilkie Delgado Font,Undirected,1
Ligia Ferreira Gomez,Miriela Escobedo Nicot,Undirected,2
Ligia Ferreira Gomez,Silena Herold Garc´ıa,Undirected,2
Ligia Ferreira Gomez,Wilkie Delgado Font,Undirected,2
Miriela Escobedo Nicot,Silena Herold Garc´ıa,Undirected,2
Miriela Escobedo Nicot,Wilkie Delgado Font,Undirected,2
Silena Herold Garc´ıa,Wilkie Delgado Font,Undirected,2
Dr. Lorgio F. Batard Martínez,MSc. Yanelis Estrada Hernández,Undirected,3
Juan Manuel Regalado Gómez,Julián Bravo Castillero,Undirected,1
Juan Manuel Regalado Gómez,Raúl Guinovart Díaz,Undirected,1
Juan Manuel Regalado Gómez,Reinaldo Rodr(cid:237)guez Ramos,Undirected,1
Carlos Sánchez Fernández,Luis Giraldo González Ricardo,Undirected,1
Dagoberto Acosta Iglesias,J. L. G. Santander,Undirected,1
Dagoberto Acosta Iglesias,J. M. Isidro,Undirected,1
Dagoberto Acosta Iglesias,M. A. García-March,Undirected,1
Dagoberto Acosta Iglesias,P. Fernández de Córdoba,Undirected,1
J. L. G. Santander,J. M. Isidro,Undirected,1
J. L. G. Santander,M. A. García-March,Undirected,1
J. L. G. Santander,P. Fernández de Córdoba,Undirected,1
J. M. Isidro,M. A. García-March,Undirected,1
J. M. Isidro,P. Fernández de Córdoba,Undirected,1
M. A. García-March,P. Fernández de Córdoba,Undirected,1
Carlos Sánchez Fernández,Concepción Valdés Castro,Undirected,2
Maibys Sierra Lorenzo,Mario Carnesoltas Calvo,Undirected,1
Maibys Sierra Lorenzo,Nivian Quintana,Undirected,1
Maibys Sierra Lorenzo,Ángela León Mec´ıas,Undirected,2
Mario Carnesoltas Calvo,Nivian Quintana,Undirected,1
Mario Carnesoltas Calvo,Ángela León Mec´ıas,Undirected,1
Nivian Quintana,Ángela León Mec´ıas,Undirected,1
Dr.C Ricardo Sánchez Casanova,Dra. Olga Lidia Pérez González,Undirected,2
Julián Bravo Castillero,Yanely Zaldivar Gerpe,Undirected,1
Julián Bravo Castillero,Yoanh Espinosa Almeyda,Undirected,1
Raúl Guinovart Díaz,Yanely Zaldivar Gerpe,Undirected,1
Raúl Guinovart Díaz,Yoanh Espinosa Almeyda,Undirected,1
Reinaldo Rodr(cid:237)guez Ramos,Yanely Zaldivar Gerpe,Undirected,1
Reinaldo Rodr(cid:237)guez Ramos,Yoanh Espinosa Almeyda,Undirected,1
Yanely Zaldivar Gerpe,Yoanh Espinosa Almeyda,Undirected,1
Alexandre I. Grebennikov,Emmanuel Abdias Romano Castillo,Undirected,1
Nelson Díaz,Pablo Freyre Arrozarena,Undirected,1
Dr. José Enrique Martínez Serra,MSc. Denis Martínez Tápanes,Undirected,1
Dr.C. José Fidel Hernández Advíncula,Lic. Bely Rodríguez Morales,Undirected,1
Dr.C. José Fidel Hernández Advíncula,Lic. Laura Decalo Salgado,Undirected,1
Daniela Bonilla Barraza,Leonardo Solanilla Chavarro,Undirected,2
Daniela Bonilla Barraza,Marcela Parraguez González,Undirected,2
Leonardo Solanilla Chavarro,Marcela Parraguez González,Undirected,2
Dr. José Enrique Martínez Serra,Otilio B. Mederos Anoceto,Undirected,1
Dr. José Enrique Martínez Serra,Rita A. Roldán Inguanzo,Undirected,1
Herminia Hernández Fernández,María del Carmen Rivalta Valladares,Undirected,1
Alina Fernández Arias,Sira M. Allende Alonso,Undirected,2
Damian Valdés Santiago,Daniel Alejandro Mesejo León,Undirected,1
Damian Valdés Santiago,Ángela León Mec´ıas,Undirected,1
Daniel Alejandro Mesejo León,Ángela León Mec´ıas,Undirected,1
A. Gaona-Arias,F. J. Dom´ınguez-Mota,Undirected,1
A. Gaona-Arias,G. Sánchez-Yépez,Undirected,1
A. Gaona-Arias,J. G. Tinoco-Ruiz,Undirected,1
A. Gaona-Arias,M. L. Ruiz-Zavala,Undirected,1
F. J. Dom´ınguez-Mota,G. Sánchez-Yépez,Undirected,1
F. J. Dom´ınguez-Mota,J. G. Tinoco-Ruiz,Undirected,1
F. J. Dom´ınguez-Mota,M. L. Ruiz-Zavala,Undirected,1
G. Sánchez-Yépez,J. G. Tinoco-Ruiz,Undirected,1
G. Sánchez-Yépez,M. L. Ruiz-Zavala,Undirected,1
J. G. Tinoco-Ruiz,M. L. Ruiz-Zavala,Undirected,1
Carlos Morell Pérez,Laidy De Armas Jacomino,Undirected,1
Carlos Morell Pérez,Rafael Bello Pérez,Undirected,1
Laidy De Armas Jacomino,Rafael Bello Pérez,Undirected,1
Ceyli M. Ricardo Gomar,Dra. Marta Lourdes Baguer Díaz-Romañach,Undirected,1
Ceyli M. Ricardo Gomar,Jorge Del Risco Mart´ınez,Undirected,1
Dra. Marta Lourdes Baguer Díaz-Romañach,Jorge Del Risco Mart´ınez,Undirected,1
Agustín Alejandro Ortiz Díaz,Antonio Mustelier Hechavarría,Undirected,1
Agustín Alejandro Ortiz Díaz,Yanet Rodríguez Sarabia,Undirected,1
Alberto Verdecia Cabrera,Antonio Mustelier Hechavarría,Undirected,1
Alberto Verdecia Cabrera,Yanet Rodríguez Sarabia,Undirected,1
Antonio Mustelier Hechavarría,Isvani Frías Blanco,Undirected,1
Antonio Mustelier Hechavarría,Yanet Rodríguez Sarabia,Undirected,1
Isvani Frías Blanco,Yanet Rodríguez Sarabia,Undirected,1
Dr.C Ricardo Sánchez Casanova,Idania Urrutia Roman´ı,Undirected,3
Dr.C Ricardo Sánchez Casanova,Moisés Villena Muñoz,Undirected,1
Idania Urrutia Roman´ı,Moisés Villena Muñoz,Undirected,1
Carlos Sánchez Fernández,Claudia Fonte Sánchez,Undirected,1
David Guinovart Sanjuán,Ransés Alfonso Rodríguez,Undirected,1
Julián Bravo Castillero,Ransés Alfonso Rodríguez,Undirected,1
Ransés Alfonso Rodríguez,Raúl Guinovart Díaz,Undirected,1
Ransés Alfonso Rodríguez,Reinaldo Rodr(cid:237)guez Ramos,Undirected,1
Guilmer F. González Flores,Isidro A. Abelló Ugalde,Undirected,1
Guilmer F. González Flores,Pablo Barrera Sánchez,Undirected,1
Guilmer F. González Flores,Victoria Hernández Mederos,Undirected,1
Isidro A. Abelló Ugalde,Pablo Barrera Sánchez,Undirected,1
Isidro A. Abelló Ugalde,Victoria Hernández Mederos,Undirected,1
Pablo Barrera Sánchez,Victoria Hernández Mederos,Undirected,1
Camila Machado,Elisângela Monteiro Pereira,Undirected,1
Elisângela Monteiro Pereira,Ligia Ferreira Gomez,Undirected,1
Elisângela Monteiro Pereira,Miriela Escobedo Nicot,Undirected,1
Elisângela Monteiro Pereira,Silena Herold Garc´ıa,Undirected,1
Elisângela Monteiro Pereira,Wilkie Delgado Font,Undirected,1
Dr.C Ricardo Sánchez Casanova,Nelson Claudio Córdova Rosas,Undirected,1
Idania Urrutia Roman´ı,Nelson Claudio Córdova Rosas,Undirected,1
Danilo Valdes Ramirez,Laidy De Armas Jacomino,Undirected,1
Angela Martin Sánchez,Dr.C Ricardo Sánchez Casanova,Undirected,1
Angela Martin Sánchez,Dra. Olga Lidia Pérez González,Undirected,1
Angela Martin Sánchez,Laura Casas Fuentes,Undirected,1
Dr.C Ricardo Sánchez Casanova,Laura Casas Fuentes,Undirected,1
Dra. Olga Lidia Pérez González,Laura Casas Fuentes,Undirected,1
Abel Rodr´ıguez Morffi,Frank Reyes Garc´ıa,Undirected,1
Abel Rodr´ıguez Morffi,Isel Moreno Montes de Oca,Undirected,1
Abel Rodr´ıguez Morffi,Lisbet Hernández Cárdenas,Undirected,1
Frank Reyes Garc´ıa,Isel Moreno Montes de Oca,Undirected,1
Frank Reyes Garc´ıa,Lisbet Hernández Cárdenas,Undirected,1
Isel Moreno Montes de Oca,Lisbet Hernández Cárdenas,Undirected,1
Angel Domingues Chovert,Evelyn Elisa Mart´ınez Sabari,Undirected,1
Angel Domingues Chovert,Maibys Sierra Lorenzo,Undirected,1
Angel Domingues Chovert,Ángela León Mec´ıas,Undirected,1
Evelyn Elisa Mart´ınez Sabari,Maibys Sierra Lorenzo,Undirected,1
Evelyn Elisa Mart´ınez Sabari,Ángela León Mec´ıas,Undirected,1
Damian Valdés Santiago,Dra. Marta Lourdes Baguer Díaz-Romañach,Undirected,1
Damian Valdés Santiago,Saúl Olivera Perdomo,Undirected,1
Damian Valdés Santiago,Águeda Santana Mart´ınez,Undirected,1
Dra. Marta Lourdes Baguer Díaz-Romañach,Saúl Olivera Perdomo,Undirected,1
Dra. Marta Lourdes Baguer Díaz-Romañach,Águeda Santana Mart´ınez,Undirected,1
Saúl Olivera Perdomo,Águeda Santana Mart´ınez,Undirected,1
Dr. Lorgio F. Batard Martínez,Lic. Roxana Pérez García,Undirected,1
Lic. Roxana Pérez García,MSc. Yanelis Estrada Hernández,Undirected,1
Aymée de los Ángeles Marrero Severo,Erick Manuel Delgado Moya,Undirected,1
C. M. Legón,Dianne Miyares Moreno,Undirected,1
C. M. Legón,Ismel Martínez Díaz,Undirected,1
Dianne Miyares Moreno,Ismel Martínez Díaz,Undirected,1
Dr.C Ricardo Sánchez Casanova,Jonathan Chicaiza Intriago,Undirected,1
Dr.C Ricardo Sánchez Casanova,Yolanda O’Farrill Dinza,Undirected,1
Jonathan Chicaiza Intriago,Yolanda O’Farrill Dinza,Undirected,1
Dr.C. José Fidel Hernández Advíncula,José Armando Vivero González,Undirected,1
Idania Urrutia Roman´ı,Mar´ıa Virginia Rodr´ıguez Quiroz,Undirected,1
Adrián Alfonso Pen˜ate,Pablo Freyre Arrozarena,Undirected,1
Alberto Fernández Oliva,Joanna Campbell Amos,Undirected,1
Alberto Fernández Oliva,Rainer Llera Menocal,Undirected,1
Joanna Campbell Amos,Rainer Llera Menocal,Undirected,1
C. M. Legón,E. J. Madarro,Undirected,1
C. M. Legón,Y. Matos,Undirected,1
E. J. Madarro,Y. Matos,Undirected,1
A. Figueroa-Romero,A. Soria-Lorente,Undirected,2
Carlos Segura Vidal,Ernesto Parra Inza,Undirected,1
Carlos Segura Vidal,José María Sigarreta Almira,Undirected,1
Carlos Segura Vidal,Juan Carlos Hernández Gómez,Undirected,1
Ernesto Parra Inza,José María Sigarreta Almira,Undirected,1
Ernesto Parra Inza,Juan Carlos Hernández Gómez,Undirected,1
José María Sigarreta Almira,Juan Carlos Hernández Gómez,Undirected,1
Dra. Elina Miret Barroso,Lic. Javier Alejandro Quintero Roba,Undirected,1
Dra. Elina Miret Barroso,Lic. Mar´ıa Esther Reyes Calzado,Undirected,1
Lic. Javier Alejandro Quintero Roba,Lic. Mar´ıa Esther Reyes Calzado,Undirected,1
Alejandro Mesejo Chiong,Glicerio Viltres Castro,Undirected,1
Alejandro Mesejo Chiong,Miguel Ángel Abreu Terán,Undirected,1
Glicerio Viltres Castro,Miguel Ángel Abreu Terán,Undirected,1
César Raúl García Jacas,José Quintín Cuador Gil,Undirected,1
César Raúl García Jacas,Milenis Fernández Díaz,Undirected,1
José Quintín Cuador Gil,Milenis Fernández Díaz,Undirected,1
J. Rigoberto Gabriel-Argu¨elles,M. Lorena Avendan˜o-Garrido,Undirected,1
J. Rigoberto Gabriel-Argu¨elles,Mir´ıam G. Báez-Hernández,Undirected,1
M. Lorena Avendan˜o-Garrido,Mir´ıam G. Báez-Hernández,Undirected,1
Carmen Tejeda Toledo,Luis Orlando Castellanos Pérez,Undirected,1
Jorge Estrada Sarlabous,Lic. Roxana Pérez García,Undirected,1
Jorge Estrada Sarlabous,S. Behar Jeqúın,Undirected,1
Jorge Estrada Sarlabous,Wilfredo Morales Lezca,Undirected,1
Lic. Roxana Pérez García,S. Behar Jeqúın,Undirected,1
Lic. Roxana Pérez García,Wilfredo Morales Lezca,Undirected,1
S. Behar Jeqúın,Wilfredo Morales Lezca,Undirected,1
Dr C. Manuel Mariño Betancourt,Dr C. Miguel Cruz Ramírez,Undirected,1
Dr C. Manuel Mariño Betancourt,Esp. David Ricardo Ledo Baster,Undirected,1
Dr C. Miguel Cruz Ramírez,Esp. David Ricardo Ledo Baster,Undirected,1
Dr. Luis R. Piñeiro Díaz,Ernesto Dominguez Fiallo,Undirected,2
Dr. Luis R. Piñeiro Díaz,Frank E. Acosta Fonseca,Undirected,2
Ernesto Dominguez Fiallo,Frank E. Acosta Fonseca,Undirected,2
Claudia Espinosa Contreras,Huber Mart´ınez Rodr´ıguez,Undirected,1
Claudia Espinosa Contreras,Yessica Caridad Castan˜o Sainz,Undirected,1
Huber Mart´ınez Rodr´ıguez,Yessica Caridad Castan˜o Sainz,Undirected,1
José A. Ornella Rodriguez,Mijail Borges Quintana,Undirected,1
Irene Martínez Ferrer,Miguel Angel Borges Trenard,Undirected,1
Irene Martínez Ferrer,Mijail Borges Quintana,Undirected,1
Antonio Bolufé Rohler,Dania Tamayo Vera,Undirected,1
Antonio Bolufé Rohler,Rodnel Pen˜a Alvarado,Undirected,1
Dania Tamayo Vera,Rodnel Pen˜a Alvarado,Undirected,1
Alexi Massó Mun˜oz,Magdiel Vicet Morejón,Undirected,1
Alexi Massó Mun˜oz,Redelio Hernández Rubio,Undirected,1
Magdiel Vicet Morejón,Redelio Hernández Rubio,Undirected,1
Alejandro Freyre,C. M. Legón,Undirected,1
Alejandro Freyre,Eziel Ramos,Undirected,1
Alejandro Freyre,Ismel Martínez-Díaz,Undirected,1
C. M. Legón,Eziel Ramos,Undirected,1
C. M. Legón,Ismel Martínez-Díaz,Undirected,1
Eziel Ramos,Ismel Martínez-Díaz,Undirected,1
Carlos Miguel Legón Pérez,Ernesto A. Borrego Rodríguez,Undirected,1
Ernesto A. Borrego Rodríguez,Pedro Enrique Navarro Sosa,Undirected,2
Carlos Miguel Legón Pérez,Osviel Rodriguez Valdés,Undirected,1
Osviel Rodriguez Valdés,Raisa Socorro Llanes,Undirected,2
Ramses Rodr´ıguez Aulet,Reynier A. de la Cruz Jiménez,Undirected,1
Jose Alejandro Mesejo-Chiong,Mario A. Vera-Villamar,Undirected,1
Brenda Lambert Lamazares,Vivian Sistachs Vega,Undirected,1
Carlos Miguel Legón,Ernesto A. Borrego Rodríguez,Undirected,1
Carlos Miguel Legón,Osviel Rodriguez Valdés,Undirected,1
Carlos Miguel Legón,Pedro Enrique Navarro Sosa,Undirected,1
Carlos Miguel Legón,Raisa Socorro Llanes,Undirected,1
Ernesto A. Borrego Rodríguez,Osviel Rodriguez Valdés,Undirected,1
Ernesto A. Borrego Rodríguez,Raisa Socorro Llanes,Undirected,1
Osviel Rodriguez Valdés,Pedro Enrique Navarro Sosa,Undirected,1
Amaury Pérez Martínez,Dagoberto Acosta Iglesias,Undirected,1
Amaury Pérez Martínez,Manuel Guardado Hernández,Undirected,1
Dagoberto Acosta Iglesias,Manuel Guardado Hernández,Undirected,1
Ana A. Oroza Hernández,Bulmaro Juárez Hernández,Undirected,1
Ana A. Oroza Hernández,Gladys Linares Fleites,Undirected,1
Ana A. Oroza Hernández,Hortensia J. Reyes Cervantes,Undirected,1
Bulmaro Juárez Hernández,Gladys Linares Fleites,Undirected,1
Bulmaro Juárez Hernández,Hortensia J. Reyes Cervantes,Undirected,1
Rita A. Roldán Inguanzo,Serdaniel Nieves Pupo,Undirected,1
Lorena León Arencibia,Mariella Lorenzo Suárez,Undirected,1
Lorena León Arencibia,Nigreisy Montalvo Zulueta,Undirected,1
Lorena León Arencibia,Ángela León Mec´ıas,Undirected,1
Mariella Lorenzo Suárez,Nigreisy Montalvo Zulueta,Undirected,1
Mariella Lorenzo Suárez,Ángela León Mec´ıas,Undirected,1
Nigreisy Montalvo Zulueta,Ángela León Mec´ıas,Undirected,1
Antonio Alejo Combarro,José Manuel Espinoza,Undirected,1
Antonio Alejo Combarro,Ludwig Leonard Méndez,Undirected,1
Antonio Alejo Combarro,Miguel Katrib Mora,Undirected,1
José Manuel Espinoza,Ludwig Leonard Méndez,Undirected,1
José Manuel Espinoza,Miguel Katrib Mora,Undirected,1
Ludwig Leonard Méndez,Miguel Katrib Mora,Undirected,1
Dr.C Ricardo Sánchez Casanova,Eladio Jorge Oliveros Saúco,Undirected,1
Eladio Jorge Oliveros Saúco,Idania Urrutia Roman´ı,Undirected,1
